2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
12141,12/17/20 21:50,22,19.5,-2.3,,
12142,12/17/20 22:00,22,19.5,-2.3,,
12143,12/17/20 22:10,22,19.5,-2.3,,
12144,12/17/20 22:20,22,19.5,-2.3,,
12145,12/17/20 22:30,22,19.5,-2.3,,
12146,12/17/20 22:40,22,19.5,-2.3,,
12147,12/17/20 22:50,22,19.5,-2.3,,
12148,12/17/20 23:00,22,19.5,-2.3,,
12149,12/17/20 23:10,22,19.5,-2.3,,
12150,12/17/20 23:20,22,19.5,-2.3,,
12151,12/17/20 23:30,22,19.5,-2.3,,
12152,12/17/20 23:40,22,19.5,-2.3,,
12153,12/17/20 23:50,22,19.5,-2.3,,
12154,12/18/20 0:00,22,19.5,-2.3,,
12155,12/18/20 0:10,22,19.5,-2.3,,
12156,12/18/20 0:20,22,19.5,-2.3,,
12157,12/18/20 0:30,22,19.5,-2.3,,
12158,12/18/20 0:40,22,19.5,-2.3,,
12159,12/18/20 0:50,21.5,19.5,-2.7,,
12160,12/18/20 1:00,21.5,19.5,-2.7,,
12161,12/18/20 1:10,21.5,19.5,-2.7,,
12162,12/18/20 1:20,21.5,19.5,-2.7,,
12163,12/18/20 1:30,21.5,19.5,-2.7,,
12164,12/18/20 1:40,21.5,19.5,-2.7,,
12165,12/18/20 1:50,21.5,19.5,-2.7,,
12166,12/18/20 2:00,21.5,19.5,-2.7,,
12167,12/18/20 2:10,21.5,19.5,-2.7,,
12168,12/18/20 2:20,21.5,19.5,-2.7,,
12169,12/18/20 2:30,21.5,19.5,-2.7,,
12170,12/18/20 2:40,21.5,19.5,-2.7,,
12171,12/18/20 2:50,21.5,19.5,-2.7,,
12172,12/18/20 3:00,21.5,19.5,-2.7,,
12173,12/18/20 3:10,21.5,19.5,-2.7,,
12174,12/18/20 3:20,21.5,19.5,-2.7,,
12175,12/18/20 3:30,21.5,19.5,-2.7,,
12176,12/18/20 3:40,21.5,19.5,-2.7,,
12177,12/18/20 3:50,21.5,19.5,-2.7,,
12178,12/18/20 4:00,21.5,19.5,-2.7,,
12179,12/18/20 4:10,21.5,19.5,-2.7,,
12180,12/18/20 4:20,21.5,19.5,-2.7,,
12181,12/18/20 4:30,21.5,19.5,-2.7,,
12182,12/18/20 4:40,21.5,19.5,-2.7,,
12183,12/18/20 4:50,22,19.5,-2.3,,
12184,12/18/20 5:00,22,19.5,-2.3,,
12185,12/18/20 5:10,22,19.5,-2.3,,
12186,12/18/20 5:20,22,19.5,-2.3,,
12187,12/18/20 5:30,22,19.5,-2.3,,
12188,12/18/20 5:40,22,19.5,-2.3,,
12189,12/18/20 5:50,22,19,-2.7,,
12190,12/18/20 6:00,22,19,-2.7,,
12191,12/18/20 6:10,22,19,-2.7,,
12192,12/18/20 6:20,22,19,-2.7,,
12193,12/18/20 6:30,22,19,-2.7,,
12194,12/18/20 6:40,22,19,-2.7,,
12195,12/18/20 6:50,22,19,-2.7,,
12196,12/18/20 7:00,22,19,-2.7,,
12197,12/18/20 7:10,22,19,-2.7,,
12198,12/18/20 7:20,22,19,-2.7,,
12199,12/18/20 7:30,22,19,-2.7,,
12200,12/18/20 7:40,22,19,-2.7,,
12201,12/18/20 7:50,22,19,-2.7,,
12202,12/18/20 8:00,22,19,-2.7,,
12203,12/18/20 8:10,22,19,-2.7,,
12204,12/18/20 8:20,22,19,-2.7,,
12205,12/18/20 8:30,22,19,-2.7,,
12206,12/18/20 8:40,22,19,-2.7,,
12207,12/18/20 8:50,22,19,-2.7,,
12208,12/18/20 9:00,22,19,-2.7,,
12209,12/18/20 9:10,22,19,-2.7,,
12210,12/18/20 9:20,22,19.5,-2.3,,
12211,12/18/20 9:30,22,19.5,-2.3,,
12212,12/18/20 9:40,22,19.5,-2.3,,
12213,12/18/20 9:50,22,19.5,-2.3,,
12214,12/18/20 10:00,22,19.5,-2.3,,
12215,12/18/20 10:10,22,20,-2,,
12216,12/18/20 10:20,22,20,-2,,
12217,12/18/20 10:30,22,20.5,-1.6,,
12218,12/18/20 10:40,22,20.5,-1.6,,
12219,12/18/20 10:50,22,20.5,-1.6,,
12220,12/18/20 11:00,22,20.5,-1.6,,
12221,12/18/20 11:10,22,20.5,-1.6,,
12222,12/18/20 11:20,22,20.5,-1.6,,
12223,12/18/20 11:30,22,20.5,-1.6,,
12224,12/18/20 11:40,22,21,-1.3,,
12225,12/18/20 11:50,22,21,-1.3,,
12226,12/18/20 12:00,22,21,-1.3,,
12227,12/18/20 12:10,22,21,-1.3,,
12228,12/18/20 12:20,22,21.5,-1,,
12229,12/18/20 12:30,22,21.5,-1,,
12230,12/18/20 12:40,22,21.5,-1,,
12231,12/18/20 12:50,22.5,21.5,-0.6,,
12232,12/18/20 13:00,22.5,22,-0.3,,
12233,12/18/20 13:10,22.5,22,-0.3,,
12234,12/18/20 13:20,22.5,22,-0.3,,
12235,12/18/20 13:30,22.5,22,-0.3,,
12236,12/18/20 13:40,22.5,22,-0.3,,
12237,12/18/20 13:50,22.5,22,-0.3,,
12238,12/18/20 14:00,22.5,22.5,0.1,,
12239,12/18/20 14:10,22.5,22.5,0.1,,
12240,12/18/20 14:20,22.5,22.5,0.1,,
12241,12/18/20 14:30,22.5,22.5,0.1,,
12242,12/18/20 14:40,22.5,22.5,0.1,,
12243,12/18/20 14:50,22.5,22.5,0.1,,
12244,12/18/20 15:00,22.5,22.5,0.1,,
12245,12/18/20 15:10,22.5,22.5,0.1,,
12246,12/18/20 15:20,22.5,22.5,0.1,,
12247,12/18/20 15:30,22.5,22.5,0.1,,
12248,12/18/20 15:40,22.5,23,0.4,,
12249,12/18/20 15:50,22.5,23,0.4,,
12250,12/18/20 16:00,22.5,23,0.4,,
12251,12/18/20 16:10,22.5,23,0.4,,
12252,12/18/20 16:20,22.5,23,0.4,,
12253,12/18/20 16:30,22.5,23,0.4,,
12254,12/18/20 16:40,22.5,23,0.4,,
12255,12/18/20 16:50,22.5,23,0.4,,
12256,12/18/20 17:00,22.5,22.5,0.1,,
12257,12/18/20 17:10,22.5,22.5,0.1,,
12258,12/18/20 17:20,22.5,22.5,0.1,,
12259,12/18/20 17:30,22.5,22.5,0.1,,
12260,12/18/20 17:40,22.5,22.5,0.1,,
12261,12/18/20 17:50,22.5,22.5,0.1,,
12262,12/18/20 18:00,22.5,22.5,0.1,,
12263,12/18/20 18:10,22.5,22.5,0.1,,
12264,12/18/20 18:20,22.5,22.5,0.1,,
12265,12/18/20 18:30,22.5,22.5,0.1,,
12266,12/18/20 18:40,22.5,22.5,0.1,,
12267,12/18/20 18:50,22.5,22.5,0.1,,
12268,12/18/20 19:00,22.5,22.5,0.1,,
12269,12/18/20 19:10,22.5,22.5,0.1,,
12270,12/18/20 19:20,22.5,22.5,0.1,,
12271,12/18/20 19:30,22.5,22.5,0.1,,
12272,12/18/20 19:40,22.5,22.5,0.1,,
12273,12/18/20 19:50,22.5,22.5,0.1,,
12274,12/18/20 20:00,22.5,22.5,0.1,,
12275,12/18/20 20:10,22.5,22.5,0.1,,
12276,12/18/20 20:20,22.5,22.5,0.1,,
12277,12/18/20 20:30,22.5,22.5,0.1,,
12278,12/18/20 20:40,22.5,22.5,0.1,,
12279,12/18/20 20:50,22.5,22.5,0.1,,
12280,12/18/20 21:00,22.5,22.5,0.1,,
12281,12/18/20 21:10,22.5,22.5,0.1,,
12282,12/18/20 21:20,22.5,22.5,0.1,,
12283,12/18/20 21:30,22.5,22.5,0.1,,
12284,12/18/20 21:40,22.5,22.5,0.1,,
12285,12/18/20 21:50,22.5,22.5,0.1,,
12286,12/18/20 22:00,22.5,22.5,0.1,,
12287,12/18/20 22:10,22.5,22.5,0.1,,
12288,12/18/20 22:20,22.5,22.5,0.1,,
12289,12/18/20 22:30,22.5,22.5,0.1,,
12290,12/18/20 22:40,22.5,22.5,0.1,,
12291,12/18/20 22:50,22.5,22.5,0.1,,
12292,12/18/20 23:00,22.5,23,0.4,,
12293,12/18/20 23:10,22.5,23,0.4,,
12294,12/18/20 23:20,22.5,23,0.4,,
12295,12/18/20 23:30,22.5,23,0.4,,
12296,12/18/20 23:40,22.5,23,0.4,,
12297,12/18/20 23:50,22.5,23,0.4,,
12298,12/19/20 0:00,22.5,23,0.4,,
12299,12/19/20 0:10,22.5,23,0.4,,
12300,12/19/20 0:20,22.5,23,0.4,,
12301,12/19/20 0:30,22.5,23,0.4,,
12302,12/19/20 0:40,22.5,23.5,0.7,,
12303,12/19/20 0:50,22.5,23.5,0.7,,
12304,12/19/20 1:00,22.5,23.5,0.7,,
12305,12/19/20 1:10,22.5,23.5,0.7,,
12306,12/19/20 1:20,22.5,23.5,0.7,,
12307,12/19/20 1:30,22.5,23.5,0.7,,
12308,12/19/20 1:40,22.5,23.5,0.7,,
12309,12/19/20 1:50,22.5,23.5,0.7,,
12310,12/19/20 2:00,22.5,24,0.9,,
12311,12/19/20 2:10,22.5,24,0.9,,
12312,12/19/20 2:20,22.5,24,0.9,,
12313,12/19/20 2:30,22.5,24,0.9,,
12314,12/19/20 2:40,22.5,24,0.9,,
12315,12/19/20 2:50,22.5,24,0.9,,
12316,12/19/20 3:00,22.5,24.5,1.2,,
12317,12/19/20 3:10,22.5,24.5,1.2,,
12318,12/19/20 3:20,22.5,24.5,1.2,,
12319,12/19/20 3:30,22.5,24.5,1.2,,
12320,12/19/20 3:40,22.5,24.5,1.2,,
12321,12/19/20 3:50,22.5,24.5,1.2,,
12322,12/19/20 4:00,22.5,24.5,1.2,,
12323,12/19/20 4:10,22.5,24.5,1.2,,
12324,12/19/20 4:20,22.5,24.5,1.2,,
12325,12/19/20 4:30,22.5,24.5,1.2,,
12326,12/19/20 4:40,22.5,24.5,1.2,,
12327,12/19/20 4:50,22.5,24.5,1.2,,
12328,12/19/20 5:00,22.5,24.5,1.2,,
12329,12/19/20 5:10,22.5,24.5,1.2,,
12330,12/19/20 5:20,22.5,24.5,1.2,,
12331,12/19/20 5:30,22.5,24.5,1.2,,
12332,12/19/20 5:40,22.5,24.5,1.2,,
12333,12/19/20 5:50,22.5,24.5,1.2,,
12334,12/19/20 6:00,22.5,24.5,1.2,,
12335,12/19/20 6:10,22.5,24.5,1.2,,
12336,12/19/20 6:20,22.5,25,1.5,,
12337,12/19/20 6:30,22.5,25,1.5,,
12338,12/19/20 6:40,22.5,25,1.5,,
12339,12/19/20 6:50,22.5,25,1.5,,
12340,12/19/20 7:00,22.5,25,1.5,,
12341,12/19/20 7:10,22.5,25,1.5,,
12342,12/19/20 7:20,22.5,25,1.5,,
12343,12/19/20 7:30,22.5,25,1.5,,
12344,12/19/20 7:40,22.5,25.5,1.8,,
12345,12/19/20 7:50,22.5,25.5,1.8,,
12346,12/19/20 8:00,22.5,25.5,1.8,,
12347,12/19/20 8:10,22.5,25.5,1.8,,
12348,12/19/20 8:20,22,25.5,1.4,,
12349,12/19/20 8:30,22.5,25.5,1.8,,
12350,12/19/20 8:40,22,26,1.6,,
12351,12/19/20 8:50,22,26,1.6,,
12352,12/19/20 9:00,22,26,1.6,,
12353,12/19/20 9:10,22,26,1.6,,
12354,12/19/20 9:20,22,26,1.6,,
12355,12/19/20 9:30,22,26,1.6,,
12356,12/19/20 9:40,22,26.5,1.9,,
12357,12/19/20 9:50,22,26.5,1.9,,
12358,12/19/20 10:00,22,26.5,1.9,,
12359,12/19/20 10:10,22,27,2.2,,
12360,12/19/20 10:20,22,27,2.2,,
12361,12/19/20 10:30,22,27,2.2,,
12362,12/19/20 10:40,22,27,2.2,,
12363,12/19/20 10:50,22,27,2.2,,
12364,12/19/20 11:00,22,27.5,2.4,,
12365,12/19/20 11:10,22,27.5,2.4,,
12366,12/19/20 11:20,22,27.5,2.4,,
12367,12/19/20 11:30,22,28,2.7,,
12368,12/19/20 11:40,22,28,2.7,,
12369,12/19/20 11:50,22,28,2.7,,
12370,12/19/20 12:00,22,28.5,2.9,,
12371,12/19/20 12:10,22,28.5,2.9,,
12372,12/19/20 12:20,22,28.5,2.9,,
12373,12/19/20 12:30,22,29,3.2,,
12374,12/19/20 12:40,22,29,3.2,,
12375,12/19/20 12:50,22,29,3.2,,
12376,12/19/20 13:00,22,29,3.2,,
12377,12/19/20 13:10,22,29.5,3.4,,
12378,12/19/20 13:20,22,29.5,3.4,,
12379,12/19/20 13:30,22,29.5,3.4,,
12380,12/19/20 13:40,22,29.5,3.4,,
12381,12/19/20 13:50,22,29.5,3.4,,
12382,12/19/20 14:00,22,30,3.6,,
12383,12/19/20 14:10,22,30,3.6,,
12384,12/19/20 14:20,22,30,3.6,,
12385,12/19/20 14:30,22,30,3.6,,
12386,12/19/20 14:40,22,30.5,3.9,,
12387,12/19/20 14:50,22,30.5,3.9,,
12388,12/19/20 15:00,22,30.5,3.9,,
12389,12/19/20 15:10,22,31,4.1,,
12390,12/19/20 15:20,22,31,4.1,,
12391,12/19/20 15:30,22,31,4.1,,
12392,12/19/20 15:40,22,31,4.1,,
12393,12/19/20 15:50,22,30.5,3.9,,
12394,12/19/20 16:00,22,30.5,3.9,,
12395,12/19/20 16:10,22,30.5,3.9,,
12396,12/19/20 16:20,22,30.5,3.9,,
12397,12/19/20 16:30,22,30,3.6,,
12398,12/19/20 16:40,22,30,3.6,,
12399,12/19/20 16:50,22,30,3.6,,
12400,12/19/20 17:00,22,30,3.6,,
12401,12/19/20 17:10,22,30,3.6,,
12402,12/19/20 17:20,22,30,3.6,,
12403,12/19/20 17:30,22,30,3.6,,
12404,12/19/20 17:40,22,29.5,3.4,,
12405,12/19/20 17:50,22,29.5,3.4,,
12406,12/19/20 18:00,22,29.5,3.4,,
12407,12/19/20 18:10,22,29.5,3.4,,
12408,12/19/20 18:20,22,29,3.2,,
12409,12/19/20 18:30,22,29,3.2,,
12410,12/19/20 18:40,22,29,3.2,,
12411,12/19/20 18:50,22,28.5,2.9,,
12412,12/19/20 19:00,22,28.5,2.9,,
12413,12/19/20 19:10,22,28.5,2.9,,
12414,12/19/20 19:20,22,28,2.7,,
12415,12/19/20 19:30,22,28,2.7,,
12416,12/19/20 19:40,22,28,2.7,,
12417,12/19/20 19:50,22,27.5,2.4,,
12418,12/19/20 20:00,22,27.5,2.4,,
12419,12/19/20 20:10,22,27.5,2.4,,
12420,12/19/20 20:20,22,27.5,2.4,,
12421,12/19/20 20:30,22,27,2.2,,
12422,12/19/20 20:40,22,27,2.2,,
12423,12/19/20 20:50,22,27,2.2,,
12424,12/19/20 21:00,22,27,2.2,,
12425,12/19/20 21:10,22,27,2.2,,
12426,12/19/20 21:20,22,27,2.2,,
12427,12/19/20 21:30,22,26.5,1.9,,
12428,12/19/20 21:40,22,26.5,1.9,,
12429,12/19/20 21:50,22,26.5,1.9,,
12430,12/19/20 22:00,22,26.5,1.9,,
12431,12/19/20 22:10,22,26.5,1.9,,
12432,12/19/20 22:20,22,26.5,1.9,,
12433,12/19/20 22:30,22,26.5,1.9,,
12434,12/19/20 22:40,22,26.5,1.9,,
12435,12/19/20 22:50,22,26.5,1.9,,
12436,12/19/20 23:00,22,26.5,1.9,,
12437,12/19/20 23:10,22,26.5,1.9,,
12438,12/19/20 23:20,22,26.5,1.9,,
12439,12/19/20 23:30,22,26.5,1.9,,
12440,12/19/20 23:40,22,26.5,1.9,,
12441,12/19/20 23:50,22,26,1.6,,
12442,12/20/20 0:00,22,26,1.6,,
12443,12/20/20 0:10,22,26,1.6,,
12444,12/20/20 0:20,22,26,1.6,,
12445,12/20/20 0:30,22,26,1.6,,
12446,12/20/20 0:40,22,26,1.6,,
12447,12/20/20 0:50,22.5,26,2.1,,
12448,12/20/20 1:00,22.5,26,2.1,,
12449,12/20/20 1:10,22.5,26,2.1,,
12450,12/20/20 1:20,22.5,26,2.1,,
12451,12/20/20 1:30,22.5,26,2.1,,
12452,12/20/20 1:40,22.5,26,2.1,,
12453,12/20/20 1:50,22.5,26,2.1,,
12454,12/20/20 2:00,22.5,26,2.1,,
12455,12/20/20 2:10,22.5,26,2.1,,
12456,12/20/20 2:20,22.5,25.5,1.8,,
12457,12/20/20 2:30,22.5,25.5,1.8,,
12458,12/20/20 2:40,22.5,25.5,1.8,,
12459,12/20/20 2:50,22.5,25.5,1.8,,
12460,12/20/20 3:00,22.5,25,1.5,,
12461,12/20/20 3:10,22.5,25,1.5,,
12462,12/20/20 3:20,22.5,25,1.5,,
12463,12/20/20 3:30,22.5,25,1.5,,
12464,12/20/20 3:40,22.5,24.5,1.2,,
12465,12/20/20 3:50,22.5,24.5,1.2,,
12466,12/20/20 4:00,22.5,24.5,1.2,,
12467,12/20/20 4:10,22.5,24.5,1.2,,
12468,12/20/20 4:20,22.5,24.5,1.2,,
12469,12/20/20 4:30,22.5,24.5,1.2,,
12470,12/20/20 4:40,22.5,24.5,1.2,,
12471,12/20/20 4:50,22.5,24.5,1.2,,
12472,12/20/20 5:00,22.5,24.5,1.2,,
12473,12/20/20 5:10,22.5,24.5,1.2,,
12474,12/20/20 5:20,22.5,24.5,1.2,,
12475,12/20/20 5:30,22.5,24,0.9,,
12476,12/20/20 5:40,22.5,24,0.9,,
12477,12/20/20 5:50,22.5,24,0.9,,
12478,12/20/20 6:00,22.5,24,0.9,,
12479,12/20/20 6:10,22.5,24,0.9,,
12480,12/20/20 6:20,22.5,24,0.9,,
12481,12/20/20 6:30,22.5,23.5,0.7,,
12482,12/20/20 6:40,22.5,23.5,0.7,,
12483,12/20/20 6:50,22.5,23,0.4,,
12484,12/20/20 7:00,22.5,23,0.4,,
12485,12/20/20 7:10,22.5,23,0.4,,
12486,12/20/20 7:20,22.5,22.5,0.1,,
12487,12/20/20 7:30,22,22.5,-0.4,,
12488,12/20/20 7:40,22,22.5,-0.4,,
12489,12/20/20 7:50,22,22.5,-0.4,,
12490,12/20/20 8:00,22,22.5,-0.4,,
12491,12/20/20 8:10,22,22.5,-0.4,,
12492,12/20/20 8:20,22,22.5,-0.4,,
12493,12/20/20 8:30,22,22.5,-0.4,,
12494,12/20/20 8:40,22,22,-0.7,,
12495,12/20/20 8:50,22,22,-0.7,,
12496,12/20/20 9:00,22,22,-0.7,,
12497,12/20/20 9:10,22,22,-0.7,,
12498,12/20/20 9:20,22,22,-0.7,,
12499,12/20/20 9:30,22,22,-0.7,,
12500,12/20/20 9:40,22,22,-0.7,,
12501,12/20/20 9:50,22,22,-0.7,,
12502,12/20/20 10:00,22,22,-0.7,,
12503,12/20/20 10:10,22,22,-0.7,,
12504,12/20/20 10:20,22,22,-0.7,,
12505,12/20/20 10:30,22,22,-0.7,,
12506,12/20/20 10:40,22,22,-0.7,,
12507,12/20/20 10:50,22,22.5,-0.4,,
12508,12/20/20 11:00,22,22.5,-0.4,,
12509,12/20/20 11:10,22,22.5,-0.4,,
12510,12/20/20 11:20,22,22.5,-0.4,,
12511,12/20/20 11:30,22,22.5,-0.4,,
12512,12/20/20 11:40,22,22.5,-0.4,,
12513,12/20/20 11:50,22,22.5,-0.4,,
12514,12/20/20 12:00,22,22.5,-0.4,,
12515,12/20/20 12:10,22,22.5,-0.4,,
12516,12/20/20 12:20,22,22.5,-0.4,,
12517,12/20/20 12:30,22,22.5,-0.4,,
12518,12/20/20 12:40,22,22.5,-0.4,,
12519,12/20/20 12:50,22,22.5,-0.4,,
12520,12/20/20 13:00,22,22.5,-0.4,,
12521,12/20/20 13:10,22,22.5,-0.4,,
12522,12/20/20 13:20,22,22.5,-0.4,,
12523,12/20/20 13:30,22,22.5,-0.4,,
12524,12/20/20 13:40,22,22.5,-0.4,,
12525,12/20/20 13:50,22,22.5,-0.4,,
12526,12/20/20 14:00,22,22.5,-0.4,,
12527,12/20/20 14:10,22,22.5,-0.4,,
12528,12/20/20 14:20,22,22.5,-0.4,,
12529,12/20/20 14:30,22,22,-0.7,,
12530,12/20/20 14:40,22,22,-0.7,,
12531,12/20/20 14:50,22,22,-0.7,,
12532,12/20/20 15:00,22,22,-0.7,,
12533,12/20/20 15:10,22,21.5,-1,,
12534,12/20/20 15:20,22,22,-0.7,,
12535,12/20/20 15:30,22,22,-0.7,,
12536,12/20/20 15:40,22,22,-0.7,,
12537,12/20/20 15:50,22,22,-0.7,,
12538,12/20/20 16:00,22,22.5,-0.4,,
12539,12/20/20 16:10,22,22.5,-0.4,,
12540,12/20/20 16:20,22,22.5,-0.4,,
12541,12/20/20 16:30,22,22.5,-0.4,,
12542,12/20/20 16:40,22,23,-0.1,,
12543,12/20/20 16:50,22,23,-0.1,,
12544,12/20/20 17:00,22,23,-0.1,,
12545,12/20/20 17:10,22,23.5,0.2,,
12546,12/20/20 17:20,22,23.5,0.2,,
12547,12/20/20 17:30,22,23.5,0.2,,
12548,12/20/20 17:40,22,23.5,0.2,,
12549,12/20/20 17:50,22,23.5,0.2,,
12550,12/20/20 18:00,22,23.5,0.2,,
12551,12/20/20 18:10,22,23.5,0.2,,
12552,12/20/20 18:20,22,23.5,0.2,,
12553,12/20/20 18:30,22,23.5,0.2,,
12554,12/20/20 18:40,22,23.5,0.2,,
12555,12/20/20 18:50,22,23.5,0.2,,
12556,12/20/20 19:00,22,24,0.5,,
12557,12/20/20 19:10,22,24,0.5,,
12558,12/20/20 19:20,22,24,0.5,,
12559,12/20/20 19:30,22,24,0.5,,
12560,12/20/20 19:40,22,23.5,0.2,,
12561,12/20/20 19:50,22,23.5,0.2,,
12562,12/20/20 20:00,22,23.5,0.2,,
12563,12/20/20 20:10,22,23.5,0.2,,
12564,12/20/20 20:20,22,23.5,0.2,,
12565,12/20/20 20:30,22,23.5,0.2,,
12566,12/20/20 20:40,22,23.5,0.2,,
12567,12/20/20 20:50,22,23.5,0.2,,
12568,12/20/20 21:00,22,23.5,0.2,,
12569,12/20/20 21:10,22,23.5,0.2,,
12570,12/20/20 21:20,22,23.5,0.2,,
12571,12/20/20 21:30,22,23.5,0.2,,
12572,12/20/20 21:40,22,23.5,0.2,,
12573,12/20/20 21:50,22,23.5,0.2,,
12574,12/20/20 22:00,22,23.5,0.2,,
12575,12/20/20 22:10,22,23.5,0.2,,
12576,12/20/20 22:20,22,23.5,0.2,,
12577,12/20/20 22:30,22,23.5,0.2,,
12578,12/20/20 22:40,22,23.5,0.2,,
12579,12/20/20 22:50,22,24,0.5,,
12580,12/20/20 23:00,22,24,0.5,,
12581,12/20/20 23:10,22,24,0.5,,
12582,12/20/20 23:20,22,24,0.5,,
12583,12/20/20 23:30,22,24,0.5,,
12584,12/20/20 23:40,22,24,0.5,,
12585,12/20/20 23:50,22,24,0.5,,
12586,12/21/20 0:00,22,24,0.5,,
12587,12/21/20 0:10,22,24,0.5,,
12588,12/21/20 0:20,22,24,0.5,,
12589,12/21/20 0:30,22,24,0.5,,
12590,12/21/20 0:40,22,24,0.5,,
12591,12/21/20 0:50,22,24,0.5,,
12592,12/21/20 1:00,22.5,24.5,1.2,,
12593,12/21/20 1:10,22.5,24.5,1.2,,
12594,12/21/20 1:20,22.5,24.5,1.2,,
12595,12/21/20 1:30,22.5,24.5,1.2,,
12596,12/21/20 1:40,22.5,24.5,1.2,,
12597,12/21/20 1:50,22.5,24.5,1.2,,
12598,12/21/20 2:00,22.5,24.5,1.2,,
12599,12/21/20 2:10,22.5,24.5,1.2,,
12600,12/21/20 2:20,22.5,24.5,1.2,,
12601,12/21/20 2:30,22.5,25,1.5,,
12602,12/21/20 2:40,22.5,25,1.5,,
12603,12/21/20 2:50,22.5,25,1.5,,
12604,12/21/20 3:00,22.5,25,1.5,,
12605,12/21/20 3:10,22.5,25,1.5,,
12606,12/21/20 3:20,22.5,25,1.5,,
12607,12/21/20 3:30,22.5,25,1.5,,
12608,12/21/20 3:40,22.5,25,1.5,,
12609,12/21/20 3:50,22.5,25,1.5,,
12610,12/21/20 4:00,22.5,25,1.5,,
12611,12/21/20 4:10,22.5,25,1.5,,
12612,12/21/20 4:20,22.5,25,1.5,,
12613,12/21/20 4:30,22.5,25,1.5,,
12614,12/21/20 4:40,22.5,25.5,1.8,,
12615,12/21/20 4:50,22.5,25.5,1.8,,
12616,12/21/20 5:00,22.5,25.5,1.8,,
12617,12/21/20 5:10,22.5,25.5,1.8,,
12618,12/21/20 5:20,22.5,25.5,1.8,,
12619,12/21/20 5:30,22.5,25.5,1.8,,
12620,12/21/20 5:40,22.5,25.5,1.8,,
12621,12/21/20 5:50,22.5,26,2.1,,
12622,12/21/20 6:00,22.5,26,2.1,,
12623,12/21/20 6:10,22.5,26,2.1,,
12624,12/21/20 6:20,22.5,26,2.1,,
12625,12/21/20 6:30,22.5,26,2.1,,
12626,12/21/20 6:40,22.5,26,2.1,,
12627,12/21/20 6:50,22.5,26.5,2.3,,
12628,12/21/20 7:00,22.5,26.5,2.3,,
12629,12/21/20 7:10,22.5,26.5,2.3,,
12630,12/21/20 7:20,22.5,26.5,2.3,,
12631,12/21/20 7:30,22.5,26.5,2.3,,
12632,12/21/20 7:40,22.5,26.5,2.3,,
12633,12/21/20 7:50,22.5,26.5,2.3,,
12634,12/21/20 8:00,22.5,26.5,2.3,,
12635,12/21/20 8:10,22.5,26.5,2.3,,
12636,12/21/20 8:20,22,26.5,1.9,,
12637,12/21/20 8:30,22,26.5,1.9,,
12638,12/21/20 8:40,22,26.5,1.9,,
12639,12/21/20 8:50,22,26.5,1.9,,
12640,12/21/20 9:00,22,26.5,1.9,,
12641,12/21/20 9:10,22,26.5,1.9,,
12642,12/21/20 9:20,22,26.5,1.9,,
12643,12/21/20 9:30,22,26.5,1.9,,
12644,12/21/20 9:40,22,26.5,1.9,,
12645,12/21/20 9:50,22,26.5,1.9,,
12646,12/21/20 10:00,22,26.5,1.9,,
12647,12/21/20 10:10,22,26.5,1.9,,
12648,12/21/20 10:20,22,26,1.6,,
12649,12/21/20 10:30,22,26,1.6,,
12650,12/21/20 10:40,22,26,1.6,,
12651,12/21/20 10:50,22,26,1.6,,
12652,12/21/20 11:00,22,26,1.6,,
12653,12/21/20 11:10,22,26,1.6,,
12654,12/21/20 11:20,22,26,1.6,,
12655,12/21/20 11:30,22,25.5,1.4,,
12656,12/21/20 11:40,22,25.5,1.4,,
12657,12/21/20 11:50,22,25.5,1.4,,
12658,12/21/20 12:00,22,25.5,1.4,,
12659,12/21/20 12:10,22,25.5,1.4,,
12660,12/21/20 12:20,22,25.5,1.4,,
12661,12/21/20 12:30,22,25,1.1,,
12662,12/21/20 12:40,22,25,1.1,,
12663,12/21/20 12:50,22,24.5,0.8,,
12664,12/21/20 13:00,22,24.5,0.8,,
12665,12/21/20 13:10,22,24,0.5,,
12666,12/21/20 13:20,22,24,0.5,,
12667,12/21/20 13:30,22,24,0.5,,
12668,12/21/20 13:40,22,23.5,0.2,,
12669,12/21/20 13:50,22,23.5,0.2,,
12670,12/21/20 14:00,22,23.5,0.2,,
12671,12/21/20 14:10,22,23,-0.1,,
12672,12/21/20 14:20,22,23,-0.1,,
12673,12/21/20 14:30,22,22.5,-0.4,,
12674,12/21/20 14:40,22,22,-0.7,,
12675,12/21/20 14:50,22,22,-0.7,,
12676,12/21/20 15:00,22,22,-0.7,,
12677,12/21/20 15:10,22,22,-0.7,,
12678,12/21/20 15:20,22,22,-0.7,,
12679,12/21/20 15:30,22,22,-0.7,,
12680,12/21/20 15:40,22,22,-0.7,,
12681,12/21/20 15:50,22,21.5,-1,,
12682,12/21/20 16:00,22,21.5,-1,,
12683,12/21/20 16:10,22,21.5,-1,,
12684,12/21/20 16:20,22,21.5,-1,,
12685,12/21/20 16:30,22,22,-0.7,,
12686,12/21/20 16:40,22,22,-0.7,,
12687,12/21/20 16:50,22,22,-0.7,,
12688,12/21/20 17:00,22,22,-0.7,,
12689,12/21/20 17:10,22,22,-0.7,,
12690,12/21/20 17:20,22,22,-0.7,,
12691,12/21/20 17:30,22,22,-0.7,,
